item_id,russian_title,english_title
d928c837a065,"3-к квартира, 47 м², 1/1 эт.","3-room apartment, 47 m2, 1/1 FL."
d95ba44329b4,Мед,Honey
d95cb04f3da4,Платья,Dresses
d96476ff25a4,Шлепки,Slaps
d9682d36b8aa,Демисезонное пальто,Light overcoat
d96ac8af1c1a,"Гараж, 20 м²","A chain hoist,hoist,hoist 3,2 t Bulgaria b/a"
d9719ce53093,"Юбка, 42 размер","Skirt, size 42"
d98363e5c71f,"2-к квартира, 61.5 м², 3/23 эт.","2-room apartment, 61.5 m2, 3/23 FL."
d987a15bc1da,"2-к квартира, 48 м², 2/4 эт.","2-room apartment, 48 m2, 2/4 FL."
d9b3bb7256b4,Дуги игровые,Arc gaming
d9d74c24bac7,iPhone 4s 16gb,iPhone 4s 16gb
d9d9901698cd,"Помещение свободного назначения, 72.2 м²","Room of free appointment, 72.2 m2"
d9e09e05c5f3,Колесо измерительное,Measuring wheel
d9fa45b642bc,Участок 13 сот. (ИЖС),Plot 13 hundred. (IH)
da03d90f8fe5,Ботики,Botiks
da0c00cfc66e,Женюсь,Marry
da0c8b9022c8,"FIAT Albea, 2007","FIAT Albea, 2007"
da22ef05c986,Рюкзак для начальной школы,Backpack for primary school
da315b9f11c0,Платье Dg,DG Dress
da9e35697f6e,Ванночка детская Happy baby,Baby bath Happy baby
dacdec6448d2,Гантели,Dumbbells
dadbe7d785c1,"2-к квартира, 61 м², 16/16 эт.","2-room apartment, 61 m2, 16/16 FL."
dade9474c93d,Туфли чёрные под рептилию,Shoes black reptile
dae5df869c59,Продам женское пальто Kira Plastilina,Sell women's coat Kira Plastilina
daf4e1ad0e14,Часы logines L4.803.3,Logines L4 watch.803.3
db0cfc0dcf7c,CityGuide навигатор на Android,CityGuide Navigator for Android
db1fd2cb6194,Резинки для плетения,Elastic bands for weaving
db2086f29a23,Ресивер Pioneer VSX-821 K 5.1 3D av,Pioneer VSX-821 K 5.1 3D av receiver
db2e3fc723f5,Детские вещи,Children's thing
db33e936693b,Ботинки деми,Demi boots
db4c27af013a,Ревизионный лючок,New hat
db5c1d2fa655,Кофта,Jacket
db5eb92d3c30,Юбка школьная,School skirt
db73b9ca537e,Вещи новые,Things new
dba727b6e6d3,Фиалка,Violet
dbb4f21852e2,Кроватка С матрацем,Bed with mattress
dbf8aeda3067,Сумка,Dividend player model P-355KD
dbfaaf195715,Осенне-весенние ботинки на мальчика. Фирма сказка,Autumn-winter shoes for boys. Firm tale
dbfddc1302b1,Ажурные трусики с подвязкой + стринги в подарок,Fishnet panties with garter belt + Thong as a gift
dc00527bb782,Вязка Донского Сфинкса (кот),Mating of don Sphynx (cat)
dc0edfa83ae7,Демисезонная куртка,Demi jacket
dc1bc32a0d9c,Платье р.42,Dress p. 42
dc2292cf88f8,Новый костюм,New suit
dc2d950d1a07,Платье выпускное для девочки р.152-158,Prom dress for girls p. 152-158
dc364261e77b,Кепка,Cap
dc3d2c3a778a,"Mazda CX-5, 2015","Mazda CX - 5, 2015"
dc60e9113e0a,"1-к квартира, 48 м², 4/9 эт.","1-room apartment, 48 m2, 4/9 floor."
dc61831235c3,Кимано,Kimano.
dc64106a54f2,Кресло,Chair
dc667a12a7cb,Спортивный комплект,Sports kit
dc6d529c4faa,Задумали ремонт,Conceived repair
dc751828bc96,Золотые серьги б/у,Gold earrings b/a
dc75b38f1c1e,Футболка,Jersey
dc8cfebc274c,Осеннее пальто,Autumn coat
dc9498916e60,"ГАЗ 3110 Волга, 2001","GAS 3110 Volga, 2001"
dca4443b2d2f,Детское праздничное платье,Children's festive dress
dcb54ad841a8,Кроссовки adidas,Adidas sneakers
dcf783fc5ca7,Ковер,Carpet
dd1919ed30df,Мебель,Furniture
dd1e74e2eeb4,Дача 50 м² на участке 5 сот.,Cottage of 50 m2 on a plot of 5 hundred.
dd205901fda4,Майка,Shirt
dd25ee5ab160,Платье туника,Tunic dress
dd2f26431e1e,Пихора(Мех Волк),Pichora (Wolf Fur)
dd4e65c5aa7a,Сапоги тапочки туфли кроссовки сандали ботинки,Boots Slippers shoes sneakers sandals boots
dd5010e1fa83,Ремень Wild Alligator,Wild Alligator Strap
dd5bef5a9260,Панно из ромбов и треугольников,Panels of rhombuses and triangles
dd687b1386f0,"2-к квартира, 44 м², 4/5 эт.","2-room apartment, 44 m2, 4/5 floor."
dd7a9bac7737,"Новый iPhone 4s, black/white 8 gb. Гарантия 1 год",New iPhone 4s black/white 8GB. 1 year warranty
dd930e4a6ee4,"Chevrolet Lacetti, 2008","Chevrolet Lacetti, 2008"
dda9f296ac95,ZTE Blade X3,ZTE Blade X3
ddabf75fc382,DVD-плеер DV316 SI,DVD player DV316 SI
ddbec5a9c22b,Рубашка б/ у,Shirt b/ u
dde6534a986a,"Винтовая свая d89, L3 м, толщина стенки 6 мм","Screw pile d89, L3 m, wall thickness 6 mm"
ddf80291d8f7,"1-к квартира, 46 м², 2/8 эт.","1-room apartment, 46 m2, 2/8 FL."
de0208941647,Ботинки,Boots
de0375a6a81f,Диван-кровать,Sofa bed
de27ef6effb2,Ноутбук Lenovo b590,The laptop Lenovo b590
de3cfd371943,Продам коляску адамекс джоггер 2 в 1,Selling stroller adamex jogger 2 in 1
de40e8cb5a58,Сарафан,Sundress
de620662706f,Участок 20 сот. (ИЖС),Plot 20 hundred. (IH)
de749ba884bf,Кофточка-поло новая 116 см,Polo shirt new 116 cm
de7b4d575e38,Шкаф,Wardrobe
de961ebfd66f,Туфли Vagabond натуральная замша,Will sell vest warm!
de97db91348c,Мышь компьютерная Logitech,Logitech computer mouse
debeefb3d32f,Платье нарядное на 98см рост,Dress elegant 98cm height
dec583c34612,Автопарковка,Car Parking
ded09be244a2,Футболка новая,T-shirt new
deedf5eb6c6b,"Toyota Chaser, 1994","Toyota Chaser, 1994"
def1c795bb58,"2-к квартира, 43 м², 2/2 эт.","2-room apartment, 43 m2, 2/2 FL."
def3c9b6a202,Дом 51 м² на участке 6 сот.,House 51 m2 on a plot of 6 hundred.
df0da40cb906,"Джинсы, кофта","Jeans, jacket"
df0e48349ab0,Парфюм из Англии,Perfume from England
df11fbd3482d,Свиншот для девочки,Slinshot for girls
df183a6f9848,Ударопрочный чехол для iPhone 7,High impact case for iPhone 7
df45d8fb9336,Свитер Италия,Sweater Italy
df5069a5a2bb,Эхолот-Картплотер Lowrance Elite 9-Ti,Fishfinder-Lowrance Elite Chartplotter 9-Ti
df5324a08e28,Продам раковину с тумбочкой и краном,Sell sink with table and faucet
df5d1eb3084e,Налобный фонарь fenix hl30,Headlamp Fenix hl30
df61910f0647,Куртка питерский щит,Jacket the St. Petersburg shield
df64f769ba4c,Говорящий плакат Английский язык,Talking poster English
df65fa5d6c48,4 Гб DDR3-1333mHz 2шт. по 2гигабайта,4GB DDR3-1333mHz 2pcs. for 2гигабайта
df6ad1f1b1e9,Участок 6 сот. (ИЖС),Plot 6 hundred. (IH)
df963518209c,Пальто новое,Coat new
df97bf39288f,Ботильоны,Ankle boots
df986b030647,Костюм 1-2года,Costume 1-2years
dfb22125c0cc,"2-к квартира, 40.4 м², 4/5 эт.","2-room apartment, 40.4 m2, 4/5 floor."
dfb2779ca405,Джинсовая куртка,Denim jacket
dfb80d493962,Новые джинсы на два-шесть месяцев,New jeans for two to six months
dfd371a01bf1,Палатка,Tent
dfebb53450cc,"Лакомства для собак ""Ассорти""","Treats for dogs "" Assorted"""
dff9df5fd659,Козырёк на трубу 2500х600 новый,The visor on a pipe 2500х600 new
e0033acc4a2f,Джинсы lce,LCE jeans
e01211cbf3f0,Шапка с бамбошкой,Cap with bamboo
e01409cf14ca,Миксер зубр змр-1400 эп-3 новый,Zubr zmr-1400 EP-3 new mixer
e038e5552c04,"Уборка квартиры, дома","Cleaning of apartments, houses"
e03c6aac3f7d,Кеды,Sneakers
e05c478696f5,Пальто,Coat
e06864de9c6e,Сумка кросс-боди eleganzza,Cross-body bag eleganzza
e0ab0a573c11,Ботинки zara,Zara boots
e0af23ef3e46,Подгорный Н. Резьба. Мозаика. Гравирование,Podgorny N. Thread. Mosaic. Engraving
e0c6560f8084,Комод,Dresser
e0d26deb7848,Туфли,Shoes
e0de063f2697,"Инкубаторы илб-0,5","Incubators ILB-0,5"
e10ebd030352,Сумка,"LADA 4x4 (Niva), 2007"
e11a61b9924b,Абонемент в фитнес клуб,A subscription to a fitness club
e122b6bda655,Кофточки,Blouses
e139c4287d4b,Клатч,Clutch
e156cdd28a7f,Красиво украшенная бутылка своими рукам,Beautifully decorated bottle with your hands
e15feab63904,"1-к квартира, 50 м², 10/10 эт.","1-room apartment, 50 m2, 10/10 FL."
e16460b47eea,Диван,Sofa
e16cbbfc8a40,"Кухонный гарнитур "" Черная Орхидея""","Kitchen set "" black Orchid"""
e190605fb7d4,Стиральная машина Samsung Eco Babble,Washing machine Samsung Eco Babble
e1c34fc6be0d,Обмен дисков Ассасин PS3,Exchange disks assassin PS3
e1c9aaf44a4c,Оригинальные dolcegabbana THE ONE,Original dolcegabbana THE ONE
e1d986f6d460,"Детский матрац,наполнитель кокос,размер 120x60","Children's mattress, coconut filler, size 120x60"
e1dd530d95c7,Станок токарный,The lathe
e1fe736fb9ec,Серая туника,Gray tunic
e20297f7a025,Дубленка,Sheepskin coat
e211d9e22203,Ручка шариковая.новая,Ballpoint pen.new
e2136d0ce571,Olympus Zuiko 65-200 f4 Macro,Olympus Zuiko 65-200 f4 Macro
e213cc0b02f1,Завод-Производство пвх окон любых форм,Factory-production of PVC Windows of all shapes
e21e287ab90e,Продаю или меняю на айфон,Sell or change for iPhone
e230c114f117,Подготовлю ребенка к школе,Prepare the child for school
e23b89bd9a42,Вечернее платье в пол,Evening dress on the floor
e248dfe633a4,Профессинальная поклейка обоев,Professional wallpapering
e252abc15149,Продам спортивный костюм,Will sell sports a suit
e260ec4d9b79,iPhone 5 чёрный восстановленный 16 гб,iPhone 5 black refurbished 16GB
e2678ab93d09,Новая сумка для ноутбука 15.6 дюймов,New 15.6 inch laptop bag
e27e016ae03a,Рюкзак,Backpack
e28396b0440e,Сниму комнату,Rent a room
e2b2973271c7,Джинсы почти новые,Jeans almost new
e2b39dcf75fc,"Подвеска-мобиль ручной работы ""Балерины""","Suspension - mobile handmade "" Ballerinas"""
e2b8348df66f,Питание детей раннего и дошкольного возраста,Nutrition of children of early and preschool age
e2c632111dd2,Платье офис,Dress office
e2cbc790f6b6,Рюкзак для школы,Backpack for school
e2df50a05a53,Туфельки,Slippers
e324992a43db,Шапочка новая !,Hat new !
e32d248f6f6a,Сканер,Scanner
e33c3a1e7782,Бюстгалтер push-up 75А и трусики S,Bra push-up 75A and panties S
e33db8dba565,Куртка косуха женская,Jacket women's jackets
e345a58e3648,Сборка мебели,Assembly of furniture
e37e0a27cea9,"Платье летнее/ выпускное/ вечернее, лёгкое, размер","Dress summer/ graduation/ evening, light, size"
e386fa1207e5,Платье Инсити,Dress Insiti
e38c002e4e3d,Видеокамера Sony DCR-SX60E,Video camera Sony DCR-SX60E
e391d99687f9,Надувной матрас Index Classic Downy,Inflatable mattress Classic Downy Index
e398212c664c,Дом 100 м² на участке 16 сот.,House of 100 m2 on a plot of 16 hundred.
e3aa5e3d4092,Кулер AMD сокет AM1,Cooler AMD socket AM1
e3c4fe078ae9,Моющий пылесос,Cleaning vacuum cleaner
e3ca084b0cfa,Турник,Horizontal bar
e3d47c047f64,Вышивка крестиком,Cross stitch
e3da7787cbca,"MINI Cooper, 2008","MINI Cooper, 2008"
e3e6d03d1d73,"2-к квартира, 57 м², 1/5 эт.","2-room apartment, 57 m2, 1/5 floor."
e3fba1cc089d,Фурминатор для животных,The slicker brush for Pets
e40032c78cc6,Дом 50 м² на участке 20 сот.,"2-room apartment, 57 m2, 5/5 floor."
e4025b89df6b,Праздничное платье,Festive dress
e404ccce9a02,"М.Ю.Лермонтов ""Сочинения"" (2 тома)","M. Yu. Lermontov ""Works"" (2 volumes)"
e40f5b23ba6c,Вязальная двухфонтурная машина Toyota KS858,Double Jersey knitting machine Toyota KS858
e42a1ed7a3c8,"2-к квартира, 48 м², 2/5 эт.","2-room apartment, 48 m2, 2/5 floor."
e4301a3845d9,Силиконовые чашечки,The silicone cups
e43542ee685a,Вещи,Belongings
e437daae48f7,Коттедж 118 м² на участке 2 сот.,Cottage 118 m2 on a plot of 2 hundred.
e43d7a6ff21e,Лодочный мотор,Outboard motor
e44d78c980a1,Туфли свадебные,Wedding shoes
e499babcc1ac,Нестандартные бытовки,Non-standard cabins
e4ae1689f146,"Овладею resident evil 7, ghost recon. Ps4","Master resident evil 7, ghost recon. Ps4"
e4df1acaf7a0,МТС 999,Jacket
e4e0ae27222c,"Шампунь для жирных и ослабленных волос, 250 мл","Shampoo for dry and damaged hair, 250 ml"
e4e8a3904538,Костюм спортивный,Suit sports
e4fcd7f9d8d8,Кукурузный наполнитель для грызунов,Corn filler for rodents
e501e790c473,"2-к квартира, 47 м², 4/9 эт.","2-room apartment, 47 m2, 4/9 floor."
e5069d7702db,Мягкая игрушка Коровка,Soft toy Cow
e50af9be2895,Сборщик пробки на 19-ти литровую бутыль,Tube collector for 19 liter bottle
e525ee8cb969,Ремонт помещений,Repair of premises
e52690b69f88,Верхняя одежда пакетом,Outerwear package
e540f1bae3ff,Участок 30.48 га (промназначения),Plot 30.48 ha (promnaznacheniya)
e54501aae0cc,Куртка кожаная,Leather jacket
e54808566974,Джинсы,Buy 1-room apartment
e555c03a6cc0,Спортивный топ,Sports top
e55e232067e5,Africa Twin 750,Africa Twin 750
e5623052370e,Подставка под унитаз детская,Stand under the toilet children
e56261800b12,Купальник 44 размер,Swimsuit 44 size
e568a38430a0,"Комната 13 м² в 5-к, 5/5 эт.","Room 13 m2 in a 5-K, 5/5 floor."
e56ec7478931,Пакет одежды на девочку,Pack clothes for a girl
e572cfcb956a,"Участок 6.5 сот. (СНТ, ДНП)","A plot of 6.5 cells. (SNT, DNP)"
e57b9da0a8a9,Телевизор,TV
e57de2002d52,Мфу pantum M6500 новый,Pantum M6500 new MFP
e588f0a5edbd,Костюм Lenne,Lenne Costume
